role_id,masco_code,role_title,locale,role_standard,crosswalk_status,crosswalk_confidence,mapped_masco2020_code,mapped_masco2020_title,global_sources,global_match_count,global_anchor_count,question_count,linked_open_qa_count,role_source_url,role_license_status
M311507,311507,CNC Technician (Computer Numerical Control),en-MY,MASCO 2020,retained,high,311527,CNC Technician (Computer Numerical Control),ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369,official_source_rights_review_required_for_external_bulk_redistribution
M311508,311508,Welding Technician,en-MY,MASCO 2020,retained,high,311528,Welding Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370,official_source_rights_review_required_for_external_bulk_redistribution
M311509,311509,Steelmaking Technician,en-MY,MASCO 2020,retained,high,311529,Steelmaking Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370,official_source_rights_review_required_for_external_bulk_redistribution
M311510,311510,Competent Person (CP) - Hygiene Technician,en-MY,MASCO 2020,retained,medium,311531,Hygiene Technician 1,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370,official_source_rights_review_required_for_external_bulk_redistribution
M311511,311511,Mechatronics Engineering Assistant,en-MY,MASCO 2020,retained,medium,311524,Mechatronics Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=369,official_source_rights_review_required_for_external_bulk_redistribution
M311512,311512,CAD/CAM (Computer-Aided Design and Manufacturing) Technician,en-MY,MASCO 2020,retained,high,311538,CAD/CAM Technician (Computer-Aided Design and Manufacturing),ESCO 1.2.1,1,4,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370,official_source_rights_review_required_for_external_bulk_redistribution
M311515,311515,Equipment Technician,en-MY,MASCO 2020,retained,high,311548,Equipment Technician,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370,official_source_rights_review_required_for_external_bulk_redistribution
M311516,311516,Assistant Equipment Engineer,en-MY,MASCO 2020,retained,high,311549,Assistant Equipment Engineer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370,official_source_rights_review_required_for_external_bulk_redistribution
M311517,311517,Assistant Welding Engineer,en-MY,MASCO 2020,retained,high,311550,Assistant Welding Engineer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370,official_source_rights_review_required_for_external_bulk_redistribution
M311518,311518,AutoCAD Designer,en-MY,MASCO 2020,retained,medium,311544,AutoCad Drafter,ESCO 1.2.1,1,4,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370,official_source_rights_review_required_for_external_bulk_redistribution
M311519,311519,Pneumatic Supervisor,en-MY,MASCO 2020,excluded,not_established,,,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,official_source_rights_review_required_for_external_bulk_redistribution
M311520,311520,Repair and Maintenance (R&M) Technician,en-MY,MASCO 2020,retained,medium,311903,Maintenance Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=371,official_source_rights_review_required_for_external_bulk_redistribution
M311521,311521,Optical Engineering Technician,en-MY,MASCO 2020,excluded,not_established,,,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,official_source_rights_review_required_for_external_bulk_redistribution
M311601,311601,Chemical Engineering Technician,en-MY,MASCO 2020,retained,high,311601,Chemical Engineering Technician,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370,official_source_rights_review_required_for_external_bulk_redistribution
M311602,311602,Oil Technologist,en-MY,MASCO 2020,retained,high,311604,Oil Technologist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370,official_source_rights_review_required_for_external_bulk_redistribution
M311603,311603,Chemical Petroleum Technician,en-MY,MASCO 2020,retained,high,311605,Chemical Petroleum Technician,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370,official_source_rights_review_required_for_external_bulk_redistribution
M311604,311604,Chemical Engineering Estimator,en-MY,MASCO 2020,retained,high,311609,Chemical Engineering Estimator,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370,official_source_rights_review_required_for_external_bulk_redistribution
M311701,311701,Metallurgical Technician,en-MY,MASCO 2020,retained,high,311701,Metallurgical Technician,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370,official_source_rights_review_required_for_external_bulk_redistribution
M311702,311702,Metallurgical Laboratory Assistant,en-MY,MASCO 2020,retained,high,311704,Metallurgical Laboratory Assistant,ESCO 1.2.1; NOC 2021 Version 1.0,2,11,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370,official_source_rights_review_required_for_external_bulk_redistribution
M311703,311703,Mining Assistant,en-MY,MASCO 2020,retained,high,311711,Mining Assistant,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=370,official_source_rights_review_required_for_external_bulk_redistribution
M311704,311704,Associate Field Professional,en-MY,MASCO 2020,retained,high,311723,Associate Field Professional,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=371,official_source_rights_review_required_for_external_bulk_redistribution
M311801,311801,Draughtsperson,en-MY,MASCO 2020,retained,high,311803,Draughtsperson,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=371,official_source_rights_review_required_for_external_bulk_redistribution
M311802,311802,Geospatial Technician,en-MY,MASCO 2020,retained,high,311824,Geospatial Technician,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=371,official_source_rights_review_required_for_external_bulk_redistribution
M311804,311804,Draughtsperson (Architecture) Grade JA1,en-MY,MASCO 2020,retained,high,311801,Draughtsperson (Architecture) Grade JA19,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=371,official_source_rights_review_required_for_external_bulk_redistribution
M311805,311805,Assistant Architectural Officer Grade JA5,en-MY,MASCO 2020,retained,high,311826,Assistant Architectural Officer Grade JA29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=371,official_source_rights_review_required_for_external_bulk_redistribution
M311806,311806,Draughtsperson (Civil Engineering) Grade JA1,en-MY,MASCO 2020,retained,high,311827,Draughtsperson (Civil Engineering) Grade JA19,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=371,official_source_rights_review_required_for_external_bulk_redistribution
M311807,311807,Assistant Landscape Architect Grade JA5,en-MY,MASCO 2020,retained,high,311828,Assistant Landscape Architect Grade JA29,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=371,official_source_rights_review_required_for_external_bulk_redistribution
M311808,311808,Assistant Land Officer Grade NT5,en-MY,MASCO 2020,retained,high,311829,Assistant Land Officer (Peninsular) NT29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=371,official_source_rights_review_required_for_external_bulk_redistribution
M311809,311809,Land Administration Assistant/Assistant Land Administrator Grade NT5,en-MY,MASCO 2020,retained,high,311830,Assistant Land Admini Officer (Sabah and Sarawak) Grade NT29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=371,official_source_rights_review_required_for_external_bulk_redistribution
M311810,311810,Assistant Surveyor Grade JA5,en-MY,MASCO 2020,retained,high,311831,Assistant Surveyor Grade JA29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=371,official_source_rights_review_required_for_external_bulk_redistribution
M311811,311811,Assistant Urban and Rural Planning Officer Grade JA7,en-MY,MASCO 2020,excluded,not_established,,,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,official_source_rights_review_required_for_external_bulk_redistribution
M311901,311901,Engineering Technician (Production),en-MY,MASCO 2020,retained,medium,311910,"Engineering Technician, Production",ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=371,official_source_rights_review_required_for_external_bulk_redistribution
M311902,311902,Quality Assurance Engineering Technician,en-MY,MASCO 2020,retained,high,311928,Quality Assurance Engineering Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=372,official_source_rights_review_required_for_external_bulk_redistribution
M311904,311904,Food Processing Technician,en-MY,MASCO 2020,retained,high,311943,Food Processing Technician,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=372,official_source_rights_review_required_for_external_bulk_redistribution
M311905,311905,Crankshaft Grinding Technician,en-MY,MASCO 2020,retained,high,311944,Crankshaft Grinding Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=372,official_source_rights_review_required_for_external_bulk_redistribution
M311906,311906,Agro-Based Biotech Research Technician,en-MY,MASCO 2020,retained,high,311945,Agro-Based Biotech Research Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=372,official_source_rights_review_required_for_external_bulk_redistribution
M311907,311907,Aquaculture Biotech Research Technician,en-MY,MASCO 2020,excluded,not_established,,,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,official_source_rights_review_required_for_external_bulk_redistribution
M311909,311909,Test Technician,en-MY,MASCO 2020,retained,high,311948,Test Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=372,official_source_rights_review_required_for_external_bulk_redistribution
M311914,311914,Assistant Factory and Machinery Inspector Grade JA5,en-MY,MASCO 2020,retained,high,311929,Assistant Factory and Machinery Inspector Grade JA29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=372,official_source_rights_review_required_for_external_bulk_redistribution
M312201,312201,Manufacturing Supervisor,en-MY,MASCO 2020,retained,high,312201,Manufacturing Supervisor,ESCO 1.2.1; NOC 2021 Version 1.0,2,11,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=372,official_source_rights_review_required_for_external_bulk_redistribution
M312202,312202,Finishing Supervisor,en-MY,MASCO 2020,retained,high,312203,Finishing Supervisor,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=372,official_source_rights_review_required_for_external_bulk_redistribution
M312203,312203,Compounding Supervisor,en-MY,MASCO 2020,retained,high,312205,Compounding Supervisor,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=372,official_source_rights_review_required_for_external_bulk_redistribution
M312204,312204,Cutting Supervisor,en-MY,MASCO 2020,retained,high,312207,Cutting Supervisor,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=372,official_source_rights_review_required_for_external_bulk_redistribution
M312205,312205,Plywood Inspection Supervisor,en-MY,MASCO 2020,retained,high,312209,Plywood Inspection Supervisor,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=372,official_source_rights_review_required_for_external_bulk_redistribution
M312206,312206,Sawyer Supervisor,en-MY,MASCO 2020,retained,high,312210,Sawyer Supervisor,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=372,official_source_rights_review_required_for_external_bulk_redistribution
M312207,312207,Halal Food Manufacturing Production Supervisor,en-MY,MASCO 2020,retained,high,312218,"Production Supervisor, Halal Food Manufacturing",ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=372,official_source_rights_review_required_for_external_bulk_redistribution
M312208,312208,Halal Meat Processing Quality Assurance Supervisor,en-MY,MASCO 2020,retained,high,312220,"Quality Assurance Supervisor, Halal Meat Processing",ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=373,official_source_rights_review_required_for_external_bulk_redistribution
M312212,312212,Maintenance Supervisor,en-MY,MASCO 2020,retained,high,312226,Maintenance Supervisor,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=373,official_source_rights_review_required_for_external_bulk_redistribution
M312213,312213,Halal Slaughterhouse Supervisor,en-MY,MASCO 2020,retained,high,312228,"Supervisor, Halal Slaughterhouse",ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=373,official_source_rights_review_required_for_external_bulk_redistribution
M312214,312214,Halal Logistics Operation Warehouse Supervisor,en-MY,MASCO 2020,retained,high,312229,"Warehouse Supervisor, Halal Logistics Operation",ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=373,official_source_rights_review_required_for_external_bulk_redistribution
M312217,312217,Industrial Robot Controller,en-MY,MASCO 2020,retained,high,312234,Industrial Robot Controller,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=373,official_source_rights_review_required_for_external_bulk_redistribution
M312218,312218,Quality Assurance Supervisor,en-MY,MASCO 2020,retained,medium,312215,Quality Control Supervisor,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=372,official_source_rights_review_required_for_external_bulk_redistribution
M312301,312301,Operation Supervisor,en-MY,MASCO 2020,retained,high,312301,Operation Supervisor,ESCO 1.2.1; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=373,official_source_rights_review_required_for_external_bulk_redistribution
M312302,312302,Construction Supervisor,en-MY,MASCO 2020,retained,high,312303,Construction Supervisor,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=373,official_source_rights_review_required_for_external_bulk_redistribution
M313101,313101,Power Generating Plant Operator,en-MY,MASCO 2020,retained,high,313104,Power Generating Plant Operator,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=373,official_source_rights_review_required_for_external_bulk_redistribution
